seed,best_epoch,validation_macro_f1,test_macro_f1,test_accuracy,test_weighted_f1,test_roc_auc_macro,train_time_hours
42,8,0.7176743371517155,0.713888444502498,0.7862809146056929,0.7855223419552384,0.9709807416413128,7.852308060590276
123,11,0.7145722181342145,0.710494668763131,0.7800979934671022,0.7824825788573565,0.9705176826816662,11.450489595381942
2026,10,0.697805106722591,0.6930979446319905,0.7805646290247317,0.7804883706797321,0.9687279444446572,8.802191663020833
