metric,mean,sample_sd,min,max
validation_macro_f1,0.7111314128537756,0.011787325719403005,0.6975377522626149,0.7185201396052869
test_macro_f1,0.7001678057126671,0.010729150932623308,0.6878250994002066,0.7072653772007576
test_accuracy,0.7795924716130035,0.004532214118629168,0.7746150256649557,0.783481101259916
test_weighted_f1,0.78027684697553,0.004969301420398355,0.7745387995315605,0.783153948744245
test_roc_auc_macro,0.9697764132897104,0.0015890371528825824,0.9679608352545428,0.970913976918389
train_time_hours,8.210992458395102,0.8736020901057078,7.204662993379736,8.774625097419177
