metric,mean,sample_sd,min,max
validation_macro_f1,0.7100172206695069,0.010689133776365144,0.697805106722591,0.7176743371517155
test_macro_f1,0.7058270192992065,0.01115353911791901,0.6930979446319905,0.713888444502498
test_accuracy,0.7823145123658423,0.003442919870129188,0.7800979934671022,0.7862809146056929
test_weighted_f1,0.7828310971641089,0.0025350178418034612,0.7804883706797321,0.7855223419552384
test_roc_auc_macro,0.9700754562558788,0.0011897255822513918,0.9687279444446572,0.9709807416413128
train_time_hours,9.368329772997683,1.8647015468983363,7.852308060590276,11.450489595381942
