class,eps,spearman,jaccard5,pred_preserved
Benign,0.05,0.6552631578947369,0.25,False
Benign,0.1,0.46356275303643724,0.25,False
Benign,0.01,0.5172064777327935,0.25,False
Benign,0.05,0.3101214574898785,0.25,False
Benign,0.1,0.5437246963562753,0.1111111111111111,False
Benign,0.01,0.43684210526315786,0.1111111111111111,True
Benign,0.05,0.32085020242914986,0.25,False
Benign,0.1,0.4736842105263158,0.25,False
Benign,0.01,0.1918113267297824,0.25,False
Benign,0.05,0.28285078530763696,0.1111111111111111,False
Benign,0.1,0.27278708471597024,0.25,False
Benign,0.01,0.3836032388663968,0.1111111111111111,True
Benign,0.05,0.5123481781376519,0.42857142857142855,False
Benign,0.1,0.30809716599190284,0.1111111111111111,False
Benign,0.01,0.6742914979757085,0.42857142857142855,False
Benign,0.05,0.5935222672064777,0.1111111111111111,False
Benign,0.1,0.5724696356275304,0.42857142857142855,False
Benign,0.01,0.5062753036437248,0.25,False
Benign,0.05,0.41174089068825914,0.25,True
Benign,0.1,0.5746963562753037,0.42857142857142855,True
Benign,0.01,0.34574898785425107,0.1111111111111111,False
Benign,0.05,0.4917004048582996,0.1111111111111111,True
Benign,0.1,0.507085020242915,0.42857142857142855,True
Benign,0.01,0.4064777327935223,0.25,False
Benign,0.05,0.24271255060728744,0.42857142857142855,False
Benign,0.1,0.32611336032388666,0.42857142857142855,True
Benign,0.01,0.5860323886639677,0.25,True
Benign,0.05,0.408502024291498,0.25,True
Benign,0.1,0.6105263157894738,0.25,True
Benign,0.01,0.7639676113360324,0.42857142857142855,False
Benign,0.05,0.4870445344129555,0.25,False
Benign,0.1,0.607085020242915,0.42857142857142855,False
Benign,0.01,0.5285425101214575,0.25,False
Benign,0.05,0.5937246963562753,0.42857142857142855,False
Benign,0.1,0.44635627530364375,0.42857142857142855,True
Benign,0.01,0.47813765182186235,0.1111111111111111,False
Benign,0.05,0.49817813765182184,0.25,False
Benign,0.1,0.519838056680162,0.25,False
Benign,0.01,0.45951417004048584,0.25,True
Benign,0.05,0.34757085020242917,0.25,False
Benign,0.1,0.5973684210526315,0.42857142857142855,False
BruteForce,0.01,0.5060728744939271,0.0,False
BruteForce,0.05,0.49251012145748996,0.1111111111111111,False
BruteForce,0.1,0.4437246963562753,0.1111111111111111,False
BruteForce,0.01,0.3356275303643725,0.0,False
BruteForce,0.05,0.27024291497975705,0.1111111111111111,False
BruteForce,0.1,0.23987854251012147,0.0,False
BruteForce,0.01,0.39068825910931176,0.1111111111111111,False
BruteForce,0.05,0.28886639676113357,0.0,False
BruteForce,0.1,0.2676113360323887,0.1111111111111111,False
BruteForce,0.01,0.13897464464379486,0.0,False
BruteForce,0.05,0.3918214489556664,0.25,False
BruteForce,0.1,0.37044534412955465,0.1111111111111111,False
BruteForce,0.01,0.4447368421052632,0.25,False
BruteForce,0.05,0.602834008097166,0.25,False
BruteForce,0.1,0.3738866396761134,0.25,False
BruteForce,0.01,0.5228744939271255,0.1111111111111111,False
BruteForce,0.05,0.6159919028340082,0.42857142857142855,False
BruteForce,0.1,0.39676113360323884,0.25,False
BruteForce,0.01,0.5093117408906882,0.1111111111111111,False
BruteForce,0.05,0.4607287449392713,0.1111111111111111,False
BruteForce,0.1,0.4390688259109312,0.42857142857142855,False
BruteForce,0.01,0.5659919028340081,0.6666666666666666,False
BruteForce,0.05,0.5388663967611337,0.25,False
BruteForce,0.1,0.6137651821862348,0.6666666666666666,False
BruteForce,0.01,0.4439495931592748,0.42857142857142855,False
BruteForce,0.05,0.3578947368421053,0.25,False
BruteForce,0.1,0.5461538461538462,0.25,False
BruteForce,0.01,0.6775303643724696,0.42857142857142855,False
BruteForce,0.05,0.5508097165991904,0.6666666666666666,False
BruteForce,0.1,0.6390688259109313,0.25,False
BruteForce,0.01,0.25182186234817816,0.25,False
BruteForce,0.05,0.4354251012145749,0.25,False
BruteForce,0.1,0.3722672064777328,0.25,False
BruteForce,0.01,0.6694331983805668,0.25,False
BruteForce,0.05,0.34089068825910934,0.25,False
BruteForce,0.1,0.5186234817813766,0.1111111111111111,False
BruteForce,0.01,0.4663967611336033,0.25,False
BruteForce,0.05,0.42692307692307696,0.0,False
BruteForce,0.1,0.49979757085020243,0.42857142857142855,False
BruteForce,0.01,0.3587044534412956,0.42857142857142855,False
BruteForce,0.05,0.32712550607287455,0.42857142857142855,False
BruteForce,0.1,0.029757085020242918,0.25,False
BruteForce,0.01,0.06862348178137652,0.1111111111111111,False
BruteForce,0.05,0.3390688259109312,0.25,False
BruteForce,0.1,0.26396761133603236,0.42857142857142855,False
BruteForce,0.01,0.452834008097166,0.1111111111111111,False
BruteForce,0.05,0.4965587044534413,0.25,False
BruteForce,0.1,0.6627530364372469,0.25,False
BruteForce,0.01,0.4297570850202429,0.25,False
BruteForce,0.05,0.3546558704453441,0.25,False
BruteForce,0.1,0.48097165991902835,0.25,False
BruteForce,0.01,0.7034412955465588,0.42857142857142855,False
BruteForce,0.05,0.5135627530364373,0.42857142857142855,False
BruteForce,0.1,0.6208502024291498,0.25,True
BruteForce,0.01,0.4402834008097166,0.1111111111111111,False
BruteForce,0.05,0.5398785425101215,0.25,False
BruteForce,0.1,0.6710526315789473,0.1111111111111111,False
BruteForce,0.01,0.4467611336032389,0.0,False
