class,feature,signed_mean,abs_mean,rank
Recon,ttl,0.001166,0.016809,12
Recon,header_len,0.006717,0.015144,13
Recon,min,0.013153,0.013745,14
Recon,tcp,-0.006314,0.01265,15
Recon,rate,0.000172,0.009872,16
Recon,ssh,0.00735,0.008773,17
Recon,ack,0.001649,0.007141,18
Recon,icmp,0.000816,0.006792,19
Recon,psh,0.001769,0.006402,20
Recon,dns,-0.001388,0.006106,21
Recon,udp,-0.002864,0.004792,22
Recon,proto_num,0.000625,0.002874,23
Recon,arp,0.000188,0.002337,24
Recon,ack_cnt,-0.001253,0.001514,25
Recon,igmp,-0.000153,0.000922,26
Recon,dhcp,0.000527,0.000643,27
Recon,cwr,0.000518,0.000518,28
Recon,ece,0.000355,0.000355,29
Recon,syn_cnt,7.7e-05,9.3e-05,30
Recon,var,0.0,0.0,31
Recon,fin_cnt,0.0,0.0,32
Recon,rst_cnt,0.0,0.0,33
Recon,telnet,0.0,0.0,34
Recon,irc,0.0,0.0,35
Recon,ipv,0.0,0.0,36
Recon,llc,0.0,0.0,37
Recon,tot_size,0.0,0.0,38
Recon,smtp,0.0,0.0,39
Spoofing,num,0.337646,0.337646,1
Spoofing,min,0.275123,0.28082,2
Spoofing,max,0.115303,0.120856,3
Spoofing,iat,0.02854,0.041307,4
Spoofing,https,-0.000744,0.038605,5
Spoofing,header_len,0.029438,0.032267,6
Spoofing,avg,0.010732,0.021064,7
Spoofing,std,-0.001533,0.015963,8
Spoofing,ttl,0.003971,0.015855,9
Spoofing,arp,-0.010431,0.015178,10
Spoofing,tot_sum,0.0086,0.01446,11
Spoofing,udp,0.010649,0.01361,12
Spoofing,ack,0.000575,0.011572,13
Spoofing,rate,0.007396,0.010514,14
Spoofing,psh,0.003179,0.007545,15
Spoofing,tcp,0.001845,0.00449,16
Spoofing,icmp,-0.001594,0.003309,17
Spoofing,ssh,0.00327,0.00327,18
Spoofing,http,0.000103,0.003025,19
Spoofing,fin,0.002745,0.00293,20
Spoofing,rst,0.000301,0.002411,21
Spoofing,syn,0.001094,0.001266,22
Spoofing,dns,-0.000647,0.001153,23
Spoofing,ack_cnt,-0.00015,0.000294,24
Spoofing,proto_num,1e-06,0.000264,25
Spoofing,dhcp,7e-06,0.000221,26
Spoofing,fin_cnt,9.8e-05,0.000108,27
Spoofing,ece,0.0,0.0,28
Spoofing,var,0.0,0.0,29
Spoofing,cwr,0.0,0.0,30
Spoofing,syn_cnt,0.0,0.0,31
Spoofing,rst_cnt,0.0,0.0,32
Spoofing,telnet,0.0,0.0,33
Spoofing,irc,0.0,0.0,34
Spoofing,igmp,0.0,0.0,35
Spoofing,ipv,0.0,0.0,36
Spoofing,llc,0.0,0.0,37
Spoofing,tot_size,0.0,0.0,38
Spoofing,smtp,0.0,0.0,39
Web,num,0.379796,0.379796,1
Web,iat,0.10347,0.109397,2
Web,max,0.046021,0.071513,3
Web,rate,0.054573,0.062041,4
Web,https,0.04292,0.049244,5
Web,http,0.033955,0.048991,6
Web,ttl,0.019161,0.034371,7
Web,std,0.021654,0.030713,8
Web,header_len,0.020274,0.027644,9
Web,tot_sum,0.017209,0.026292,10
Web,dns,0.011605,0.019929,11
Web,avg,0.014182,0.019748,12
Web,min,0.017941,0.018556,13
Web,syn,0.00771,0.012358,14
Web,psh,0.007035,0.012286,15
Web,arp,0.000683,0.012118,16
Web,udp,-0.003479,0.010911,17
Web,ssh,0.010132,0.010132,18
Web,icmp,0.005449,0.009619,19
Web,fin,-0.003227,0.008037,20
Web,tcp,0.000417,0.006772,21
Web,ack_cnt,0.00025,0.005233,22
Web,ack,0.001797,0.004924,23
Web,proto_num,0.00215,0.003486,24
Web,rst,0.003275,0.003275,25
Web,dhcp,0.000343,0.001363,26
Web,syn_cnt,0.00043,0.000738,27
Web,fin_cnt,-0.000296,0.000475,28
Web,irc,-3.8e-05,3.8e-05,29
Web,var,0.0,0.0,30
Web,ece,0.0,0.0,31
Web,cwr,0.0,0.0,32
Web,rst_cnt,0.0,0.0,33
Web,telnet,0.0,0.0,34
Web,igmp,0.0,0.0,35
Web,ipv,0.0,0.0,36
Web,llc,0.0,0.0,37
Web,tot_size,0.0,0.0,38
Web,smtp,0.0,0.0,39
