class,feature,signed_mean,abs_mean,rank
Benign,num,0.4338008165359497,0.4338008165359497,1
Benign,https,0.16169072687625885,0.16911175847053528,2
Benign,max,0.08390794694423676,0.10194817930459976,3
Benign,ttl,0.02884044498205185,0.04305971786379814,4
Benign,psh,0.02285458706319332,0.035223521292209625,5
Benign,iat,0.008294112049043179,0.03047836758196354,6
Benign,header_len,0.006418637465685606,0.0222700834274292,7
Benign,rate,-0.0007129901205189526,0.02113216184079647,8
Benign,syn,0.011824277229607105,0.020068367943167686,9
Benign,std,0.007352849002927542,0.01931610144674778,10
Benign,fin,0.0076918224804103374,0.016292104497551918,11
Benign,avg,0.007839261554181576,0.015594995580613613,12
Benign,tot_sum,0.003481297055259347,0.015155885368585587,13
Benign,ack_cnt,-0.0011981356656178832,0.009425824508070946,14
Benign,min,0.007427147123962641,0.008426702581346035,15
Benign,dns,0.0007686421158723533,0.007681706454604864,16
Benign,http,-0.005249738693237305,0.00687203137204051,17
Benign,rst,0.002049113856628537,0.005142370704561472,18
Benign,arp,-0.0007477712933905423,0.0047857207246124744,19
Benign,tcp,0.0028164114337414503,0.004105286672711372,20
Benign,icmp,0.001020359224639833,0.002783013042062521,21
Benign,udp,-0.00013898870383854955,0.002650976413860917,22
Benign,ack,0.00018227707187179476,0.0024590494576841593,23
Benign,dhcp,0.0005783613887615502,0.0010891399579122663,24
Benign,ssh,0.0008737549069337547,0.0008737549069337547,25
Benign,proto_num,-6.146782834548503e-05,0.00018144554633181542,26
Benign,igmp,3.963579365517944e-05,3.963579365517944e-05,27
Benign,ece,-8.13059068605071e-06,2.2581218217965215e-05,28
Benign,irc,-8.699937097844668e-06,8.699937097844668e-06,29
Benign,var,0.0,0.0,30
Benign,cwr,0.0,0.0,31
Benign,syn_cnt,0.0,0.0,32
Benign,fin_cnt,0.0,0.0,33
Benign,rst_cnt,0.0,0.0,34
Benign,telnet,0.0,0.0,35
Benign,ipv,0.0,0.0,36
Benign,llc,0.0,0.0,37
Benign,tot_size,0.0,0.0,38
Benign,smtp,0.0,0.0,39
BruteForce,ssh,0.3963392972946167,0.4247925579547882,1
BruteForce,num,0.18767938017845154,0.18767938017845154,2
BruteForce,iat,0.09595123678445816,0.09773213416337967,3
BruteForce,max,0.03485416993498802,0.04099995270371437,4
BruteForce,https,0.023948779329657555,0.030792487785220146,5
BruteForce,http,0.015135329216718674,0.021638087928295135,6
BruteForce,header_len,-6.504377961391583e-05,0.019815031439065933,7
BruteForce,std,0.00889093242585659,0.01924324594438076,8
BruteForce,rst,0.013503426685929298,0.016697963699698448,9
BruteForce,dns,0.014538583345711231,0.016692109405994415,10
BruteForce,ttl,0.007425128016620874,0.01662730798125267,11
BruteForce,tot_sum,0.01005665585398674,0.015956774353981018,12
BruteForce,rate,0.006086049601435661,0.01493750885128975,13
BruteForce,syn,0.0051396992057561874,0.012012026272714138,14
BruteForce,min,0.009867046028375626,0.01056289579719305,15
BruteForce,udp,-0.0006018112180754542,0.008349133655428886,16
BruteForce,ack,0.003912047483026981,0.008163289166986942,17
BruteForce,avg,0.0008282885537482798,0.0064024487510323524,18
BruteForce,tcp,0.0024272960145026445,0.00597845483571291,19
BruteForce,psh,0.002030432689934969,0.004868381656706333,20
BruteForce,icmp,-0.0001949562138179317,0.004742886871099472,21
BruteForce,arp,0.0005780733772553504,0.003889011451974511,22
BruteForce,fin,0.000912750547286123,0.0032198182307183743,23
BruteForce,igmp,-0.0009002338047139347,0.0018031306099146605,24
BruteForce,ack_cnt,-0.0008135850657708943,0.0014039286179468036,25
BruteForce,syn_cnt,-0.00012333382619544864,0.0012489244109019637,26
BruteForce,cwr,0.0008004957344383001,0.0012376864906400442,27
BruteForce,dhcp,-0.0003093410050496459,0.001208015251904726,28
