grouping,class,unit,ig_abs,ig_rank,shap_abs,shap_rank
G2,Spoofing,http,0.0066587464579489,19,0.0029339457396417,15
G2,Spoofing,https,0.0632580280387086,4,0.033348474651575,5
G2,Spoofing,dns,0.0418803873740513,8,0.0022804210893809,16
G2,Spoofing,telnet,0.0069820938293813,18,0.0,23
G2,Spoofing,smtp,0.0044081971667292,22,0.0,23
G2,Spoofing,ssh,0.0042612500613274,23,0.0032549551688134,14
G2,Spoofing,irc,0.0030482780278876,26,0.0,23
G2,Spoofing,tcp,0.0079721570352138,17,0.0125042730942368,10
G2,Spoofing,udp,0.0097036324121938,16,0.0155019192025065,7
G2,Spoofing,dhcp,0.0041618714038077,24,0.0001376443105982,22
G2,Spoofing,arp+ipv+llc,0.0121914941617838,15,0.0145820118486881,8
G2,Spoofing,icmp,0.0035676642116866,25,0.0014810669235885,18
G2,Spoofing,igmp,0.0027685067334113,27,0.0,23
G2,Spoofing,tot_sum+max+avg+tot_size+num,0.3477752051573686,1,0.48567098984494794,1
G2,Spoofing,min,0.065775023445357,3,0.280921995639801,2
G2,Spoofing,std+var,0.0454729721487676,7,0.0141995996236801,9
G2,Web,proto_num,0.0389189040148029,8,0.0015340553363785,21
G2,Web,ttl,0.0506208335094589,5,0.0436651967465877,4
G2,Web,rate+iat,0.1460100433470881,2,0.18056270852684958,2
G2,Web,header_len,0.0487173753801925,6,0.0263598337769508,7
G2,Web,fin+fin_cnt,0.01961176539179,12,0.004404315695865,19
G2,Web,syn+syn_cnt,0.0213417709648639,10,0.015538455365458488,11
G2,Web,rst+rst_cnt,0.010591825665696,16,0.0071119698695838,17
G2,Web,psh,0.0715183360714581,4,0.0094303302466869,14
G2,Web,ack+ack_cnt,0.131047902687464,3,0.0245047989301383,8
G2,Web,ece,0.007546608947929,18,0.0,24
G2,Web,cwr,0.0045008679940518,23,0.0004318919673096,23
G2,Web,http,0.012079458547548,15,0.0286768861114978,6
G2,Web,https,0.0292362783802865,9,0.0487143844366073,3
G2,Web,dns,0.0195065436134752,13,0.0119346398860216,12
G2,Web,telnet,0.0055804617256887,21,0.0,24
G2,Web,smtp,0.0046898279670215,22,0.0,24
G2,Web,ssh,0.0032854312154866,26,0.007856429554522,15
G2,Web,irc,0.0036361111142484,25,0.0,24
G2,Web,tcp,0.0077773997149485,17,0.0044290143996477,18
G2,Web,udp,0.0062205022086478,19,0.0076444274745881,16
G2,Web,dhcp,0.0030190711992055,27,0.0019764604512602,20
G2,Web,arp+ipv+llc,0.0161782751018038,14,0.0100838420912623,13
G2,Web,icmp,0.0057000861180233,20,0.0175258088856935,10
G2,Web,igmp,0.0036442226740778,24,0.001160133164376,22
G2,Web,tot_sum+max+avg+tot_size+num,0.26387481943616997,1,0.4937871079891919,1
G2,Web,min,0.0205036338355565,11,0.029206708073616,5
G2,Web,std+var,0.0446416431730149,7,0.023460753262043,9
