epoch,train_loss,val_macro_f1,epoch_time_s
1,0.8603847529810073,0.5686267607913912,4603.218534375017
2,0.5259298541031988,0.6395376061251514,2026.449691417045
3,0.48732848795696876,0.7015323899533306,2005.1718683749787
4,0.45879401782951734,0.6947871899474707,2068.9837737079943
5,0.4394897553908035,0.7091584200041066,1986.1385899579618
